user_id,age_group,study_level,study_mode,persona,favorite_categories,preferred_formats,preferred_moods,session_pattern,activity_level,time_availability,budget_sensitivity,campus_affinity,preferred_days,device_preference,home_region,discovery_style,avg_session_minutes,onboarding_interest_score
U0111,27-30,Postgraduate Research,Full-time,Budget Explorer,Deals|Events|Food,Article|Short Video|Carousel,Curious|Relaxed,Morning,High,Balanced,High,Mixed,Mixed,Mobile,Watford,Trendy,56,0.46
U0112,18-20,Postgraduate Research,Full-time,Focused Planner,Finance|Career|Productivity|Study,Article|Checklist|Guide,Motivated|Calm,Early Morning,Medium,Balanced,Medium,Off-Campus,Weekday,Mobile,Hatfield,Balanced,38,0.49
U0113,21-23,Undergraduate,Part-time,Budget Explorer,Lifestyle|Events|Travel|Deals,Guide|Article,Curious|Relaxed,Afternoon,Medium,Tight Schedule,High,Campus-Centered,Weekend,Mobile,Hatfield,Trendy,25,0.87
U0114,24-26,Undergraduate,Full-time,Budget Explorer,Deals|Lifestyle|Events,Short Video|Carousel,Curious|Energetic,Morning,High,Flexible,High,Mixed,Weekday,Laptop,Hatfield,Trendy,31,0.57
U0115,24-26,Undergraduate,Full-time,Minimalist Achiever,Career|Finance|Productivity|Wellness,Guide|Article,Focused|Calm,Late Night,Medium,Balanced,High,Off-Campus,Weekday,Mobile,Luton,Familiar,23,0.82
U0116,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Lifestyle|Entertainment|Events|Travel,Carousel|Video|Short Video,Excited|Curious,Afternoon,High,Balanced,Medium,Mixed,Weekday,Mobile,Watford,Exploratory,22,0.75
U0117,18-20,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Events|Music|Entertainment,Short Video|Video,Curious|Excited,Afternoon,High,Tight Schedule,Low,Campus-Centered,Weekend,Laptop,Luton,Trendy,31,0.63
U0118,21-23,Undergraduate,Full-time,Campus Connector,Food|Lifestyle,Carousel|Short Video|Guide,Social|Curious,Evening,Low,Tight Schedule,Medium,Mixed,Weekend,Mobile,Hatfield,Exploratory,54,0.81
U0119,24-26,Undergraduate,Part-time,Budget Explorer,Deals|Travel,Short Video|Carousel|Article,Energetic|Relaxed,Early Morning,Medium,Balanced,High,Off-Campus,Mixed,Laptop,Hatfield,Trendy,8,0.75
U0120,21-23,Undergraduate,Full-time,Wellness Seeker,Fitness|Lifestyle|Study|Wellness,Podcast|Guide|Short Video,Relaxed|Calm,Late Night,High,Flexible,Medium,Campus-Centered,Mixed,Mobile,Luton,Familiar,23,0.84
U0121,18-20,Postgraduate Taught,Full-time,Focused Planner,Finance|Study|Wellness|Career,Checklist|Podcast,Calm|Focused,Evening,Medium,Balanced,Medium,Mixed,Mixed,Mobile,Remote/Online,Balanced,22,0.7
U0122,21-23,Undergraduate,Part-time,Campus Connector,Career|Events|Study,Carousel|Guide,Motivated|Social,Evening,Medium,Flexible,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Exploratory,36,0.84
U0123,18-20,Undergraduate,Part-time,Budget Explorer,Events|Travel|Deals|Lifestyle,Carousel|Guide|Short Video,Curious|Relaxed,Afternoon,Low,Tight Schedule,High,Campus-Centered,Mixed,Mobile,St Albans,Trendy,17,0.67
U0124,21-23,Undergraduate,Part-time,Focused Planner,Finance|Career|Productivity|Study,Article|Checklist,Focused|Motivated,Late Night,Medium,Balanced,Medium,Campus-Centered,Weekend,Mobile,Luton,Balanced,25,0.63
U0125,24-26,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Food,Video|Carousel,Relaxed|Curious,Evening,Medium,Balanced,Low,Mixed,Weekend,Mobile,Hatfield,Trendy,50,0.78
U0126,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Food|Events|Lifestyle,Carousel|Playlist|Short Video,Excited|Relaxed,Afternoon,High,Balanced,Low,Campus-Centered,Weekday,Mobile,St Albans,Trendy,17,0.85
U0127,21-23,Postgraduate Research,Full-time,Budget Explorer,Deals|Travel|Lifestyle,Carousel|Short Video|Article,Energetic|Relaxed,Evening,High,Tight Schedule,High,Campus-Centered,Weekend,Mobile,St Albans,Trendy,54,0.86
U0128,21-23,Undergraduate,Full-time,Focused Planner,Study|Finance,Checklist|Podcast|Guide,Focused|Calm,Afternoon,High,Tight Schedule,Medium,Campus-Centered,Weekday,Laptop,London,Balanced,14,0.65
U0129,24-26,Undergraduate,Full-time,Campus Connector,Career|Events|Food,Short Video|Guide,Motivated|Curious,Late Night,Medium,Flexible,Medium,Campus-Centered,Mixed,Laptop,Hatfield,Exploratory,44,0.62
U0130,21-23,Postgraduate Taught,Full-time,Minimalist Achiever,Study|Wellness|Productivity,Checklist|Short Video|Article,Focused|Calm,Late Night,Medium,Balanced,High,Mixed,Mixed,Mobile,London,Familiar,35,0.83
U0131,21-23,Undergraduate,Full-time,Wellness Seeker,Food|Study,Podcast|Short Video|Article,Motivated|Calm,Morning,High,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Familiar,20,0.71
U0132,24-26,Undergraduate,Full-time,Campus Connector,Lifestyle|Study|Food,Guide|Article|Short Video,Motivated|Social,Early Morning,High,Balanced,Medium,Mixed,Mixed,Laptop,Remote/Online,Exploratory,8,0.58
U0133,21-23,Postgraduate Taught,Full-time,Focused Planner,Career|Productivity|Wellness,Guide|Checklist|Article,Calm|Motivated,Evening,Medium,Flexible,Medium,Mixed,Weekday,Laptop,Luton,Balanced,28,0.55
U0134,24-26,Undergraduate,Part-time,Focused Planner,Finance|Wellness,Checklist|Article,Calm|Focused,Late Night,High,Balanced,Medium,Campus-Centered,Weekend,Laptop,Hatfield,Balanced,48,0.52
U0135,21-23,Undergraduate,Full-time,Career Builder,Productivity|Study|Finance,Guide|Long Video,Motivated|Focused,Morning,Low,Balanced,Low,Off-Campus,Weekend,Mobile,Hatfield,Balanced,26,0.74
U0136,18-20,Postgraduate Taught,Full-time,Career Builder,Career|Tech|Productivity|Finance,Article|Long Video|Guide,Motivated|Focused,Evening,High,Tight Schedule,Low,Campus-Centered,Mixed,Laptop,London,Balanced,46,0.52
U0137,21-23,Postgraduate Taught,Full-time,Career Builder,Career|Tech,Guide|Podcast,Curious|Motivated,Evening,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,Remote/Online,Balanced,43,0.72
U0138,18-20,Undergraduate,Full-time,Focused Planner,Career|Study|Wellness|Productivity,Podcast|Checklist|Article,Motivated|Focused,Evening,High,Balanced,Medium,Off-Campus,Mixed,Tablet,Hatfield,Balanced,20,0.78
U0139,27-30,Postgraduate Research,Full-time,Campus Connector,Lifestyle|Food|Career|Events,Carousel|Guide|Short Video,Social|Motivated,Early Morning,Medium,Balanced,Medium,Mixed,Mixed,Mobile,Hatfield,Exploratory,33,0.64
U0140,21-23,Postgraduate Taught,Full-time,Focused Planner,Wellness|Study,Podcast|Guide,Calm|Focused,Evening,High,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,London,Balanced,31,0.67
U0141,24-26,Postgraduate Taught,Full-time,Weekend Adventurer,Events|Travel|Entertainment|Food,Video|Carousel,Excited|Curious,Late Night,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,St Albans,Exploratory,32,0.81
U0142,18-20,Postgraduate Taught,Part-time,Wellness Seeker,Study|Wellness|Fitness,Podcast|Article|Guide,Motivated|Calm,Late Night,Low,Tight Schedule,Medium,Mixed,Weekday,Laptop,Hatfield,Familiar,48,0.55
U0143,18-20,Undergraduate,Full-time,Career Builder,Productivity|Tech|Career,Article|Long Video|Guide,Curious|Motivated,Afternoon,High,Tight Schedule,Low,Mixed,Mixed,Tablet,Hatfield,Balanced,54,0.45
U0144,24-26,Undergraduate,Full-time,Career Builder,Finance|Tech|Career,Guide|Article|Long Video,Focused|Motivated,Afternoon,High,Balanced,Low,Mixed,Mixed,Mobile,Remote/Online,Balanced,29,0.8
U0145,21-23,Undergraduate,Part-time,Focused Planner,Career|Productivity|Study|Finance,Podcast|Article|Checklist,Motivated|Calm,Evening,Medium,Tight Schedule,Medium,Off-Campus,Mixed,Mobile,Watford,Balanced,34,0.63
U0146,18-20,Undergraduate,Full-time,Career Builder,Career|Tech|Finance|Study,Guide|Podcast|Long Video,Focused|Curious,Afternoon,High,Tight Schedule,Low,Campus-Centered,Weekday,Mobile,Luton,Balanced,28,0.65
U0147,24-26,Undergraduate,Full-time,Wellness Seeker,Wellness|Fitness,Short Video|Guide|Podcast,Calm|Motivated,Morning,Medium,Tight Schedule,Medium,Mixed,Mixed,Laptop,Hatfield,Familiar,24,0.84
U0148,18-20,Postgraduate Research,Full-time,Campus Connector,Study|Events|Food,Short Video|Article,Social|Motivated,Evening,High,Balanced,Medium,Mixed,Weekday,Mobile,Luton,Exploratory,34,0.62
U0149,18-20,Postgraduate Taught,Part-time,Focused Planner,Study|Wellness,Checklist|Guide,Focused|Motivated,Evening,High,Flexible,Medium,Campus-Centered,Mixed,Laptop,Hatfield,Balanced,40,0.76
U0150,21-23,Undergraduate,Full-time,Campus Connector,Events|Career|Study,Article|Short Video,Social|Curious,Afternoon,High,Flexible,Medium,Campus-Centered,Weekend,Mobile,London,Exploratory,39,0.81
U0151,21-23,Postgraduate Taught,Full-time,Wellness Seeker,Food|Lifestyle|Fitness|Study,Article|Guide,Motivated|Calm,Afternoon,Medium,Flexible,Medium,Mixed,Weekend,Mobile,St Albans,Familiar,21,0.64
U0152,24-26,Undergraduate,Part-time,Minimalist Achiever,Study|Finance|Career|Productivity,Article|Short Video,Calm|Motivated,Morning,High,Balanced,High,Off-Campus,Mixed,Mobile,London,Familiar,39,0.81
U0153,21-23,Postgraduate Research,Full-time,Budget Explorer,Food|Travel|Lifestyle|Deals,Article|Short Video|Guide,Relaxed|Energetic,Evening,High,Flexible,High,Mixed,Mixed,Mobile,Remote/Online,Trendy,30,0.74
U0154,21-23,Undergraduate,Part-time,Minimalist Achiever,Wellness|Study|Productivity,Checklist|Short Video|Article,Focused|Calm,Morning,Medium,Tight Schedule,High,Campus-Centered,Mixed,Laptop,Hatfield,Familiar,45,0.64
U0155,18-20,Undergraduate,Full-time,Budget Explorer,Travel|Food|Lifestyle|Events,Guide|Carousel,Curious|Energetic,Late Night,Medium,Balanced,High,Off-Campus,Mixed,Mobile,Remote/Online,Trendy,37,0.69
U0156,27-30,Postgraduate Research,Full-time,Pop Culture Browser,Events|Music|Food|Entertainment,Playlist|Carousel|Video,Curious|Relaxed,Morning,High,Tight Schedule,Low,Campus-Centered,Mixed,Laptop,London,Trendy,28,0.87
U0157,24-26,Undergraduate,Full-time,Focused Planner,Study|Career|Finance,Guide|Checklist,Motivated|Calm,Late Night,Low,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Balanced,40,0.83
U0158,21-23,Undergraduate,Full-time,Focused Planner,Productivity|Finance,Checklist|Article|Guide,Motivated|Focused,Evening,Medium,Tight Schedule,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Balanced,45,0.72
U0159,18-20,Postgraduate Taught,Full-time,Minimalist Achiever,Study|Career,Guide|Article|Checklist,Motivated|Focused,Evening,High,Balanced,High,Mixed,Mixed,Mobile,Hatfield,Familiar,38,0.68
U0160,24-26,Undergraduate,Full-time,Weekend Adventurer,Entertainment|Food,Guide|Short Video|Carousel,Curious|Excited,Early Morning,Medium,Tight Schedule,Medium,Mixed,Mixed,Mobile,Hatfield,Exploratory,34,0.7
U0161,21-23,Undergraduate,Full-time,Budget Explorer,Food|Deals|Events,Carousel|Article|Guide,Energetic|Relaxed,Late Night,Medium,Tight Schedule,High,Campus-Centered,Weekend,Mobile,Luton,Trendy,32,0.8
U0162,24-26,Undergraduate,Full-time,Wellness Seeker,Wellness|Study,Short Video|Podcast|Article,Relaxed|Calm,Evening,High,Balanced,Medium,Campus-Centered,Mixed,Laptop,London,Familiar,21,0.98
U0163,21-23,Postgraduate Research,Full-time,Minimalist Achiever,Wellness|Career|Productivity|Finance,Guide|Checklist,Calm|Focused,Late Night,Low,Flexible,High,Campus-Centered,Mixed,Laptop,Hatfield,Familiar,19,0.55
U0164,21-23,Postgraduate Taught,Part-time,Career Builder,Tech|Finance|Productivity,Guide|Podcast|Article,Motivated|Curious,Morning,Low,Balanced,Low,Campus-Centered,Weekday,Mobile,St Albans,Balanced,43,0.83
U0165,21-23,Undergraduate,Part-time,Career Builder,Study|Tech|Career,Podcast|Article,Focused|Motivated,Morning,Medium,Tight Schedule,Low,Mixed,Weekday,Mobile,Hatfield,Balanced,37,0.81
U0166,24-26,Undergraduate,Full-time,Campus Connector,Food|Lifestyle|Career,Article|Carousel,Motivated|Curious,Afternoon,High,Tight Schedule,Medium,Campus-Centered,Mixed,Laptop,Watford,Exploratory,30,0.59
U0167,24-26,Postgraduate Taught,Full-time,Campus Connector,Career|Study,Short Video|Guide,Curious|Motivated,Evening,Low,Flexible,Medium,Campus-Centered,Weekend,Laptop,Watford,Exploratory,31,0.63
U0168,18-20,Postgraduate Taught,Full-time,Weekend Adventurer,Lifestyle|Entertainment|Food,Short Video|Carousel,Curious|Energetic,Afternoon,Medium,Tight Schedule,Medium,Off-Campus,Mixed,Laptop,Hatfield,Exploratory,41,0.7
U0169,21-23,Postgraduate Taught,Part-time,Career Builder,Tech|Productivity,Article|Podcast,Curious|Motivated,Morning,Medium,Balanced,Low,Campus-Centered,Weekday,Laptop,Hatfield,Balanced,21,0.68
U0170,24-26,Undergraduate,Full-time,Wellness Seeker,Food|Lifestyle|Fitness,Short Video|Guide|Article,Motivated|Relaxed,Afternoon,High,Balanced,Medium,Mixed,Weekday,Laptop,St Albans,Familiar,35,0.64
U0171,24-26,Postgraduate Taught,Full-time,Weekend Adventurer,Food|Lifestyle|Events,Video|Short Video|Guide,Energetic|Excited,Late Night,High,Balanced,Medium,Mixed,Mixed,Mobile,St Albans,Exploratory,21,0.75
U0172,21-23,Postgraduate Taught,Part-time,Career Builder,Tech|Productivity,Article|Podcast|Long Video,Curious|Motivated,Late Night,High,Tight Schedule,Low,Mixed,Mixed,Laptop,London,Balanced,33,0.65
U0173,18-20,Undergraduate,Part-time,Minimalist Achiever,Study|Productivity|Finance|Career,Article|Guide,Motivated|Focused,Evening,Medium,Flexible,High,Mixed,Mixed,Mobile,Remote/Online,Familiar,25,0.75
U0174,24-26,Postgraduate Research,Full-time,Career Builder,Study|Finance|Productivity|Career,Article|Guide,Curious|Motivated,Afternoon,High,Balanced,Low,Mixed,Mixed,Mobile,London,Balanced,15,0.52
U0175,21-23,Undergraduate,Full-time,Focused Planner,Study|Wellness|Career,Checklist|Article,Focused|Motivated,Morning,Medium,Balanced,Medium,Mixed,Mixed,Laptop,Watford,Balanced,23,0.69
U0176,21-23,Undergraduate,Part-time,Wellness Seeker,Wellness|Fitness,Podcast|Guide,Relaxed|Motivated,Morning,Medium,Balanced,Medium,Mixed,Weekend,Mobile,Watford,Familiar,34,0.93
U0177,24-26,Postgraduate Taught,Full-time,Focused Planner,Career|Study|Productivity,Article|Checklist|Podcast,Calm|Focused,Evening,Low,Balanced,Medium,Mixed,Mixed,Laptop,London,Balanced,40,0.7
U0178,21-23,Undergraduate,Full-time,Focused Planner,Productivity|Wellness,Checklist|Guide,Motivated|Focused,Afternoon,Medium,Tight Schedule,Medium,Mixed,Mixed,Mobile,London,Balanced,30,0.58
U0179,18-20,Postgraduate Taught,Full-time,Focused Planner,Wellness|Productivity,Article|Checklist|Guide,Motivated|Calm,Morning,Medium,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,Remote/Online,Balanced,30,0.68
U0180,18-20,Postgraduate Taught,Part-time,Weekend Adventurer,Travel|Lifestyle,Carousel|Short Video,Energetic|Excited,Late Night,High,Balanced,Medium,Off-Campus,Weekday,Mobile,Luton,Exploratory,34,0.6
U0181,21-23,Undergraduate,Part-time,Campus Connector,Food|Career|Study,Carousel|Guide,Motivated|Social,Early Morning,Low,Flexible,Medium,Campus-Centered,Mixed,Mobile,St Albans,Exploratory,36,0.93
U0182,27-30,Undergraduate,Full-time,Minimalist Achiever,Finance|Wellness|Career,Checklist|Short Video,Calm|Motivated,Evening,Low,Balanced,High,Mixed,Weekday,Mobile,St Albans,Familiar,29,0.78
U0183,24-26,Postgraduate Taught,Full-time,Focused Planner,Study|Finance|Wellness|Productivity,Checklist|Article|Podcast,Motivated|Focused,Afternoon,Medium,Flexible,Medium,Mixed,Weekday,Mobile,Watford,Balanced,38,0.66
U0184,24-26,Postgraduate Taught,Part-time,Focused Planner,Study|Finance|Wellness|Career,Article|Checklist,Focused|Calm,Evening,Low,Tight Schedule,Medium,Campus-Centered,Weekday,Mobile,London,Balanced,33,0.72
U0185,21-23,Postgraduate Taught,Full-time,Career Builder,Career|Study,Long Video|Guide|Article,Focused|Motivated,Afternoon,Low,Balanced,Low,Campus-Centered,Weekday,Laptop,London,Balanced,32,0.61
U0186,24-26,Postgraduate Taught,Full-time,Weekend Adventurer,Lifestyle|Events|Food|Entertainment,Guide|Short Video|Carousel,Curious|Energetic,Late Night,Medium,Tight Schedule,Medium,Mixed,Weekday,Mobile,Luton,Exploratory,31,0.79
U0187,24-26,Undergraduate,Full-time,Minimalist Achiever,Wellness|Study|Finance,Checklist|Short Video,Focused|Calm,Evening,High,Tight Schedule,High,Off-Campus,Weekday,Laptop,Hatfield,Familiar,46,0.85
U0188,27-30,Postgraduate Taught,Full-time,Weekend Adventurer,Travel|Lifestyle|Events,Video|Carousel|Short Video,Energetic|Excited,Evening,Low,Balanced,Medium,Campus-Centered,Mixed,Mobile,London,Exploratory,54,0.61
U0189,21-23,Undergraduate,Full-time,Wellness Seeker,Study|Lifestyle|Fitness,Podcast|Guide,Motivated|Relaxed,Late Night,High,Flexible,Medium,Mixed,Weekday,Laptop,London,Familiar,40,0.75
U0190,21-23,Undergraduate,Full-time,Budget Explorer,Events|Lifestyle,Article|Guide|Short Video,Energetic|Relaxed,Evening,High,Balanced,High,Off-Campus,Weekend,Laptop,St Albans,Trendy,55,0.61
U0191,24-26,Postgraduate Research,Full-time,Focused Planner,Productivity|Finance,Article|Podcast,Focused|Motivated,Early Morning,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,Luton,Balanced,21,0.64
U0192,21-23,Postgraduate Research,Part-time,Focused Planner,Wellness|Study|Career|Finance,Podcast|Checklist,Calm|Focused,Evening,High,Tight Schedule,Medium,Campus-Centered,Mixed,Laptop,Remote/Online,Balanced,8,0.65
U0193,21-23,Undergraduate,Full-time,Campus Connector,Food|Study|Career|Events,Guide|Carousel|Short Video,Motivated|Social,Morning,Low,Tight Schedule,Medium,Mixed,Weekday,Mobile,Watford,Exploratory,22,0.74
U0194,21-23,Postgraduate Research,Full-time,Budget Explorer,Lifestyle|Food,Carousel|Guide|Article,Relaxed|Curious,Early Morning,High,Balanced,High,Mixed,Weekday,Mobile,Hatfield,Trendy,34,0.98
U0195,21-23,Postgraduate Taught,Part-time,Weekend Adventurer,Food|Events|Lifestyle,Short Video|Carousel|Video,Energetic|Curious,Afternoon,High,Balanced,Medium,Mixed,Weekday,Mobile,Watford,Exploratory,41,0.64
U0196,27-30,Postgraduate Taught,Full-time,Focused Planner,Career|Finance|Study|Productivity,Guide|Checklist|Article,Focused|Motivated,Late Night,Low,Balanced,Medium,Mixed,Mixed,Mobile,Hatfield,Balanced,21,0.79
U0197,18-20,Postgraduate Taught,Full-time,Wellness Seeker,Lifestyle|Wellness|Food|Study,Short Video|Podcast,Motivated|Calm,Afternoon,Low,Flexible,Medium,Mixed,Weekend,Mobile,Hatfield,Familiar,16,0.98
U0198,21-23,Undergraduate,Full-time,Career Builder,Tech|Career,Guide|Podcast,Curious|Motivated,Late Night,Medium,Tight Schedule,Low,Off-Campus,Weekend,Laptop,Hatfield,Balanced,43,0.65
U0199,24-26,Undergraduate,Full-time,Budget Explorer,Travel|Deals,Article|Carousel|Guide,Relaxed|Energetic,Late Night,Low,Balanced,High,Off-Campus,Weekday,Laptop,Remote/Online,Trendy,12,0.91
U0200,18-20,Postgraduate Taught,Part-time,Weekend Adventurer,Lifestyle|Events|Travel,Video|Guide,Energetic|Curious,Late Night,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Exploratory,29,0.89
U0201,21-23,Undergraduate,Full-time,Wellness Seeker,Food|Fitness|Study,Article|Guide,Relaxed|Calm,Evening,High,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Familiar,13,0.64
U0202,21-23,Undergraduate,Full-time,Budget Explorer,Deals|Lifestyle,Article|Guide|Carousel,Curious|Relaxed,Late Night,Medium,Flexible,High,Off-Campus,Weekday,Mobile,Hatfield,Trendy,31,0.73
U0203,18-20,Postgraduate Taught,Full-time,Minimalist Achiever,Productivity|Wellness,Short Video|Article,Calm|Focused,Morning,Low,Balanced,High,Campus-Centered,Mixed,Laptop,Hatfield,Familiar,26,0.81
U0204,21-23,Postgraduate Taught,Part-time,Career Builder,Career|Study|Productivity|Tech,Article|Podcast,Motivated|Focused,Morning,Low,Flexible,Low,Campus-Centered,Mixed,Mobile,Hatfield,Balanced,19,0.7
U0205,21-23,Undergraduate,Full-time,Budget Explorer,Travel|Lifestyle|Events|Deals,Short Video|Carousel|Article,Relaxed|Curious,Morning,High,Balanced,High,Campus-Centered,Mixed,Laptop,Hatfield,Trendy,32,0.79
U0206,24-26,Undergraduate,Full-time,Budget Explorer,Events|Deals,Guide|Article|Carousel,Relaxed|Energetic,Late Night,Low,Tight Schedule,High,Campus-Centered,Weekend,Laptop,Hatfield,Trendy,38,0.56
U0207,18-20,Undergraduate,Full-time,Budget Explorer,Food|Deals|Lifestyle,Carousel|Short Video|Guide,Curious|Relaxed,Evening,Medium,Flexible,High,Campus-Centered,Weekday,Laptop,London,Trendy,14,0.9
U0208,18-20,Postgraduate Taught,Full-time,Career Builder,Career|Finance|Tech|Study,Long Video|Article|Guide,Curious|Focused,Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Laptop,Hatfield,Balanced,34,0.62
U0209,27-30,Postgraduate Taught,Part-time,Career Builder,Career|Tech,Long Video|Guide,Curious|Motivated,Evening,Low,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Balanced,48,0.74
U0210,27-30,Postgraduate Taught,Full-time,Minimalist Achiever,Finance|Wellness|Career|Productivity,Guide|Short Video|Article,Motivated|Focused,Afternoon,High,Tight Schedule,High,Mixed,Mixed,Mobile,London,Familiar,43,0.73
U0211,21-23,Undergraduate,Full-time,Wellness Seeker,Fitness|Wellness|Food,Article|Podcast,Calm|Relaxed,Early Morning,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,St Albans,Familiar,53,0.97
U0212,21-23,Undergraduate,Full-time,Weekend Adventurer,Entertainment|Events|Lifestyle|Food,Guide|Carousel,Energetic|Excited,Evening,Medium,Flexible,Medium,Mixed,Mixed,Mobile,Watford,Exploratory,28,0.86
U0213,18-20,Undergraduate,Part-time,Budget Explorer,Events|Deals,Short Video|Carousel|Article,Energetic|Curious,Late Night,Low,Tight Schedule,High,Campus-Centered,Weekday,Mobile,St Albans,Trendy,38,0.91
U0214,27-30,Undergraduate,Full-time,Minimalist Achiever,Wellness|Study|Finance|Productivity,Short Video|Guide,Calm|Focused,Early Morning,High,Balanced,High,Mixed,Weekend,Laptop,Remote/Online,Familiar,20,0.82
U0215,18-20,Undergraduate,Full-time,Focused Planner,Finance|Career|Wellness,Checklist|Podcast|Article,Motivated|Calm,Evening,High,Tight Schedule,Medium,Mixed,Weekday,Tablet,St Albans,Balanced,42,0.47
U0216,18-20,Undergraduate,Full-time,Career Builder,Finance|Productivity,Guide|Podcast|Long Video,Curious|Focused,Evening,Medium,Balanced,Low,Off-Campus,Mixed,Laptop,Watford,Balanced,17,0.43
U0217,18-20,Postgraduate Taught,Full-time,Minimalist Achiever,Finance|Productivity|Career,Article|Checklist,Motivated|Calm,Afternoon,High,Balanced,High,Campus-Centered,Mixed,Mobile,Hatfield,Familiar,28,0.82
U0218,27-30,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music|Lifestyle,Playlist|Short Video|Video,Relaxed|Curious,Morning,High,Flexible,Low,Campus-Centered,Weekday,Mobile,London,Trendy,47,0.73
U0219,21-23,Postgraduate Taught,Part-time,Budget Explorer,Food|Events,Short Video|Guide|Carousel,Relaxed|Energetic,Late Night,Medium,Balanced,High,Off-Campus,Mixed,Mobile,Hatfield,Trendy,48,0.53
U0220,18-20,Postgraduate Research,Full-time,Wellness Seeker,Study|Lifestyle,Article|Podcast|Guide,Relaxed|Motivated,Afternoon,High,Balanced,Medium,Campus-Centered,Weekday,Laptop,Hatfield,Familiar,12,0.71
U0221,18-20,Postgraduate Taught,Full-time,Wellness Seeker,Fitness|Food|Wellness,Short Video|Podcast|Guide,Relaxed|Motivated,Afternoon,Medium,Balanced,Medium,Mixed,Mixed,Laptop,Luton,Familiar,35,0.72
U0222,21-23,Undergraduate,Part-time,Pop Culture Browser,Food|Lifestyle,Video|Short Video|Playlist,Curious|Excited,Afternoon,Low,Balanced,Low,Campus-Centered,Mixed,Mobile,St Albans,Trendy,8,0.71
U0223,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Music|Events,Short Video|Video|Playlist,Excited|Relaxed,Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,London,Trendy,16,0.81
