user_id,age_group,study_level,study_mode,persona,favorite_categories,preferred_formats,preferred_moods,session_pattern,activity_level,time_availability,budget_sensitivity,campus_affinity,preferred_days,device_preference,home_region,discovery_style,avg_session_minutes,onboarding_interest_score
U0338,21-23,Undergraduate,Part-time,Minimalist Achiever,Study|Finance|Productivity|Career,Short Video|Guide,Focused|Calm,Evening,High,Balanced,High,Mixed,Weekend,Laptop,Luton,Familiar,15,0.61
U0339,21-23,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Food|Events,Carousel|Playlist,Relaxed|Curious,Morning,Medium,Balanced,Low,Off-Campus,Mixed,Laptop,Remote/Online,Trendy,18,0.97
U0340,24-26,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Food|Events,Playlist|Short Video,Relaxed|Excited,Evening,High,Flexible,Low,Off-Campus,Mixed,Mobile,Remote/Online,Trendy,41,0.9
U0341,21-23,Postgraduate Taught,Full-time,Minimalist Achiever,Wellness|Career|Productivity|Finance,Article|Short Video,Motivated|Focused,Late Night,Low,Flexible,High,Campus-Centered,Mixed,Mobile,Remote/Online,Familiar,38,0.56
U0342,21-23,Undergraduate,Full-time,Career Builder,Study|Career|Tech|Finance,Podcast|Article,Focused|Motivated,Evening,Medium,Balanced,Low,Mixed,Weekday,Mobile,Hatfield,Balanced,25,0.79
U0343,21-23,Postgraduate Taught,Full-time,Wellness Seeker,Food|Lifestyle,Article|Guide,Motivated|Relaxed,Morning,Medium,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Familiar,17,0.82
U0344,24-26,Undergraduate,Full-time,Budget Explorer,Events|Food|Deals,Carousel|Article|Guide,Curious|Energetic,Evening,Low,Flexible,High,Off-Campus,Weekday,Mobile,London,Trendy,28,0.67
U0345,21-23,Postgraduate Taught,Full-time,Budget Explorer,Lifestyle|Food,Carousel|Article,Energetic|Relaxed,Evening,High,Balanced,High,Campus-Centered,Mixed,Mobile,Remote/Online,Trendy,38,0.78
U0346,24-26,Undergraduate,Part-time,Wellness Seeker,Lifestyle|Wellness|Study|Food,Guide|Article,Relaxed|Calm,Early Morning,Medium,Balanced,Medium,Off-Campus,Mixed,Mobile,Hatfield,Familiar,27,0.88
U0347,21-23,Undergraduate,Part-time,Pop Culture Browser,Entertainment|Events,Video|Carousel,Curious|Relaxed,Morning,Low,Balanced,Low,Off-Campus,Weekend,Mobile,St Albans,Trendy,19,0.81
U0348,24-26,Undergraduate,Full-time,Focused Planner,Productivity|Career|Wellness,Article|Guide|Podcast,Motivated|Calm,Evening,High,Balanced,Medium,Off-Campus,Mixed,Mobile,Remote/Online,Balanced,37,0.68
U0349,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Events|Music|Entertainment,Playlist|Video,Excited|Relaxed,Evening,High,Tight Schedule,Low,Mixed,Weekend,Mobile,Hatfield,Trendy,34,0.54
U0350,21-23,Undergraduate,Full-time,Career Builder,Finance|Productivity|Career,Long Video|Article|Podcast,Motivated|Focused,Late Night,Medium,Balanced,Low,Mixed,Weekday,Laptop,Hatfield,Balanced,41,0.69
U0351,21-23,Postgraduate Taught,Part-time,Career Builder,Tech|Productivity|Study,Guide|Long Video|Article,Curious|Motivated,Late Night,High,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Balanced,25,0.87
U0352,21-23,Undergraduate,Full-time,Focused Planner,Study|Finance|Wellness,Article|Checklist,Calm|Motivated,Evening,Medium,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,Watford,Balanced,23,0.52
U0353,21-23,Postgraduate Taught,Full-time,Budget Explorer,Deals|Food,Carousel|Guide,Energetic|Relaxed,Afternoon,Medium,Flexible,High,Off-Campus,Weekday,Mobile,Watford,Trendy,13,0.8
U0354,21-23,Undergraduate,Full-time,Wellness Seeker,Wellness|Lifestyle|Food|Study,Short Video|Article,Motivated|Relaxed,Early Morning,Medium,Tight Schedule,Medium,Mixed,Mixed,Laptop,Remote/Online,Familiar,16,0.97
U0355,18-20,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music|Food,Video|Short Video,Relaxed|Curious,Late Night,High,Balanced,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,8,0.96
U0356,21-23,Postgraduate Taught,Full-time,Career Builder,Study|Career|Tech,Article|Podcast,Motivated|Focused,Evening,High,Balanced,Low,Off-Campus,Weekday,Mobile,London,Balanced,33,0.71
U0357,18-20,Postgraduate Taught,Full-time,Pop Culture Browser,Lifestyle|Events|Entertainment,Carousel|Video|Playlist,Excited|Curious,Morning,Low,Flexible,Low,Campus-Centered,Mixed,Laptop,St Albans,Trendy,25,0.78
U0358,21-23,Postgraduate Research,Part-time,Career Builder,Finance|Productivity,Podcast|Article|Guide,Curious|Focused,Evening,Medium,Tight Schedule,Low,Campus-Centered,Mixed,Tablet,Luton,Balanced,30,0.87
U0359,21-23,Undergraduate,Full-time,Pop Culture Browser,Events|Lifestyle|Entertainment|Food,Short Video|Playlist|Video,Excited|Curious,Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,32,0.74
U0360,21-23,Undergraduate,Part-time,Pop Culture Browser,Food|Entertainment,Playlist|Video,Excited|Relaxed,Morning,Medium,Balanced,Low,Mixed,Mixed,Laptop,Remote/Online,Trendy,27,0.71
U0361,18-20,Postgraduate Taught,Part-time,Wellness Seeker,Wellness|Lifestyle,Article|Short Video|Podcast,Relaxed|Calm,Late Night,Low,Balanced,Medium,Mixed,Mixed,Mobile,Remote/Online,Familiar,34,0.48
U0362,24-26,Undergraduate,Full-time,Budget Explorer,Lifestyle|Travel|Food,Carousel|Article,Curious|Relaxed,Evening,Low,Tight Schedule,High,Mixed,Weekend,Laptop,Hatfield,Trendy,16,0.82
U0363,24-26,Postgraduate Taught,Full-time,Pop Culture Browser,Lifestyle|Music|Entertainment|Food,Carousel|Video|Playlist,Relaxed|Curious,Late Night,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,St Albans,Trendy,32,0.69
U0364,21-23,Postgraduate Taught,Part-time,Focused Planner,Study|Productivity|Career|Wellness,Checklist|Podcast|Guide,Motivated|Focused,Evening,Medium,Balanced,Medium,Mixed,Weekday,Mobile,Luton,Balanced,31,0.77
U0365,24-26,Undergraduate,Part-time,Pop Culture Browser,Events|Lifestyle|Entertainment|Music,Short Video|Playlist,Excited|Relaxed,Afternoon,High,Tight Schedule,Low,Mixed,Weekend,Laptop,Hatfield,Trendy,25,0.61
U0366,21-23,Undergraduate,Full-time,Focused Planner,Wellness|Career|Productivity|Study,Article|Podcast|Checklist,Focused|Calm,Late Night,Medium,Tight Schedule,Medium,Mixed,Weekend,Tablet,Luton,Balanced,33,0.58
U0367,21-23,Postgraduate Taught,Part-time,Minimalist Achiever,Wellness|Career|Finance|Study,Guide|Article|Short Video,Motivated|Calm,Evening,Medium,Tight Schedule,High,Mixed,Mixed,Mobile,Hatfield,Familiar,35,0.48
U0368,21-23,Postgraduate Research,Full-time,Minimalist Achiever,Career|Finance|Productivity,Short Video|Article|Guide,Motivated|Calm,Late Night,Medium,Flexible,High,Campus-Centered,Weekday,Laptop,Hatfield,Familiar,42,0.79
U0369,21-23,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music|Lifestyle|Events,Video|Playlist,Curious|Excited,Afternoon,High,Tight Schedule,Low,Campus-Centered,Weekend,Tablet,Hatfield,Trendy,33,0.86
U0370,21-23,Undergraduate,Full-time,Career Builder,Productivity|Study,Podcast|Article,Motivated|Focused,Morning,High,Balanced,Low,Campus-Centered,Weekend,Mobile,St Albans,Balanced,49,0.86
U0371,21-23,Undergraduate,Part-time,Campus Connector,Study|Career|Food|Lifestyle,Guide|Carousel|Article,Social|Curious,Morning,Medium,Flexible,Medium,Off-Campus,Mixed,Laptop,Remote/Online,Exploratory,10,0.54
U0372,21-23,Undergraduate,Full-time,Pop Culture Browser,Events|Entertainment|Food|Lifestyle,Short Video|Playlist,Curious|Relaxed,Evening,High,Flexible,Low,Campus-Centered,Weekday,Laptop,Luton,Trendy,24,0.72
U0373,18-20,Postgraduate Taught,Full-time,Wellness Seeker,Study|Food,Article|Guide|Short Video,Calm|Motivated,Afternoon,Medium,Flexible,Medium,Mixed,Weekday,Mobile,Luton,Familiar,36,0.62
U0374,18-20,Postgraduate Taught,Full-time,Budget Explorer,Travel|Food|Lifestyle,Article|Short Video|Guide,Curious|Relaxed,Afternoon,Low,Tight Schedule,High,Mixed,Mixed,Mobile,Watford,Trendy,33,0.61
U0375,21-23,Postgraduate Research,Full-time,Career Builder,Finance|Career,Long Video|Podcast|Article,Curious|Motivated,Early Morning,Low,Tight Schedule,Low,Mixed,Mixed,Mobile,St Albans,Balanced,24,0.52
U0376,21-23,Undergraduate,Full-time,Focused Planner,Wellness|Study|Productivity|Finance,Guide|Podcast,Motivated|Calm,Late Night,High,Balanced,Medium,Campus-Centered,Weekday,Laptop,Hatfield,Balanced,20,0.53
U0377,18-20,Undergraduate,Full-time,Budget Explorer,Deals|Lifestyle|Events|Food,Short Video|Carousel|Guide,Energetic|Relaxed,Afternoon,Medium,Tight Schedule,High,Mixed,Mixed,Laptop,Remote/Online,Trendy,20,0.87
U0378,21-23,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Events|Entertainment|Music,Video|Carousel|Playlist,Relaxed|Curious,Early Morning,High,Balanced,Low,Off-Campus,Mixed,Laptop,London,Trendy,20,0.98
U0379,18-20,Postgraduate Taught,Full-time,Campus Connector,Events|Career|Food|Study,Short Video|Article,Curious|Motivated,Late Night,Medium,Balanced,Medium,Off-Campus,Weekend,Mobile,Hatfield,Exploratory,36,0.75
U0380,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Food|Events|Travel|Entertainment,Video|Carousel,Excited|Energetic,Late Night,Low,Flexible,Medium,Mixed,Weekday,Mobile,London,Exploratory,21,0.82
U0381,21-23,Undergraduate,Full-time,Budget Explorer,Events|Travel,Article|Guide,Energetic|Curious,Early Morning,Medium,Flexible,High,Campus-Centered,Mixed,Laptop,London,Trendy,24,0.74
U0382,18-20,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Lifestyle|Events,Playlist|Video,Curious|Relaxed,Late Night,Medium,Flexible,Low,Campus-Centered,Weekday,Mobile,St Albans,Trendy,59,0.71
U0383,18-20,Undergraduate,Full-time,Focused Planner,Career|Productivity,Guide|Podcast,Motivated|Focused,Afternoon,Low,Tight Schedule,Medium,Mixed,Weekday,Laptop,Remote/Online,Balanced,43,0.62
U0384,18-20,Undergraduate,Full-time,Campus Connector,Events|Lifestyle,Short Video|Carousel,Social|Curious,Late Night,Medium,Balanced,Medium,Mixed,Weekday,Mobile,Hatfield,Exploratory,30,0.97
U0385,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Travel|Events|Lifestyle|Entertainment,Guide|Carousel,Curious|Energetic,Evening,Low,Tight Schedule,Medium,Mixed,Weekday,Laptop,London,Exploratory,24,0.97
U0386,21-23,Undergraduate,Full-time,Focused Planner,Finance|Wellness|Career,Podcast|Checklist,Focused|Motivated,Late Night,High,Balanced,Medium,Campus-Centered,Mixed,Mobile,London,Balanced,38,0.64
U0387,21-23,Undergraduate,Part-time,Pop Culture Browser,Events|Lifestyle|Music,Video|Short Video|Playlist,Excited|Curious,Evening,Low,Balanced,Low,Mixed,Weekday,Mobile,London,Trendy,37,0.86
U0388,18-20,Undergraduate,Part-time,Weekend Adventurer,Lifestyle|Events,Video|Guide,Energetic|Excited,Late Night,Medium,Balanced,Medium,Campus-Centered,Mixed,Laptop,Remote/Online,Exploratory,37,0.5
U0389,27-30,Undergraduate,Part-time,Wellness Seeker,Study|Food|Lifestyle,Short Video|Guide|Article,Motivated|Calm,Morning,High,Balanced,Medium,Mixed,Weekday,Mobile,Luton,Familiar,23,0.69
U0390,18-20,Undergraduate,Full-time,Campus Connector,Lifestyle|Study|Career|Events,Short Video|Carousel,Motivated|Social,Early Morning,Low,Tight Schedule,Medium,Campus-Centered,Weekday,Mobile,Remote/Online,Exploratory,30,0.81
U0391,18-20,Postgraduate Taught,Full-time,Pop Culture Browser,Food|Music|Entertainment,Short Video|Carousel,Relaxed|Excited,Late Night,High,Flexible,Low,Campus-Centered,Weekday,Laptop,Watford,Trendy,32,0.53
U0392,21-23,Undergraduate,Full-time,Minimalist Achiever,Finance|Productivity|Wellness|Study,Guide|Checklist,Focused|Calm,Evening,High,Flexible,High,Campus-Centered,Weekday,Mobile,London,Familiar,35,0.81
U0393,18-20,Undergraduate,Part-time,Weekend Adventurer,Lifestyle|Entertainment,Short Video|Video,Energetic|Curious,Evening,Medium,Balanced,Medium,Mixed,Weekday,Mobile,Watford,Exploratory,37,0.87
U0394,18-20,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Events|Food,Short Video|Carousel|Playlist,Excited|Relaxed,Late Night,Medium,Flexible,Low,Campus-Centered,Weekend,Mobile,Hatfield,Trendy,40,0.78
U0395,21-23,Undergraduate,Full-time,Career Builder,Productivity|Career|Tech,Long Video|Article|Podcast,Focused|Motivated,Afternoon,Medium,Tight Schedule,Low,Campus-Centered,Mixed,Mobile,London,Balanced,30,0.49
U0396,21-23,Postgraduate Taught,Full-time,Wellness Seeker,Food|Fitness,Article|Short Video,Motivated|Relaxed,Afternoon,Medium,Tight Schedule,Medium,Mixed,Weekday,Laptop,Watford,Familiar,35,0.75
U0397,24-26,Undergraduate,Full-time,Wellness Seeker,Wellness|Food|Fitness,Short Video|Guide|Article,Calm|Motivated,Afternoon,Medium,Balanced,Medium,Mixed,Mixed,Laptop,Watford,Familiar,33,0.54
U0398,21-23,Postgraduate Taught,Full-time,Career Builder,Finance|Productivity,Long Video|Guide|Article,Curious|Motivated,Afternoon,Medium,Balanced,Low,Mixed,Weekend,Mobile,St Albans,Balanced,19,0.87
U0399,21-23,Postgraduate Taught,Part-time,Pop Culture Browser,Food|Events|Music|Entertainment,Video|Short Video,Curious|Excited,Late Night,High,Flexible,Low,Campus-Centered,Weekend,Mobile,Hatfield,Trendy,30,0.82
U0400,18-20,Undergraduate,Part-time,Focused Planner,Finance|Career|Productivity|Wellness,Guide|Article,Calm|Motivated,Late Night,Medium,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,St Albans,Balanced,31,0.72
U0401,21-23,Postgraduate Research,Full-time,Focused Planner,Finance|Wellness|Productivity,Guide|Podcast,Focused|Calm,Afternoon,High,Balanced,Medium,Mixed,Weekend,Laptop,Remote/Online,Balanced,41,0.65
U0402,18-20,Undergraduate,Full-time,Wellness Seeker,Lifestyle|Food|Wellness|Study,Short Video|Article,Relaxed|Motivated,Late Night,Medium,Balanced,Medium,Campus-Centered,Weekday,Laptop,Remote/Online,Familiar,32,0.66
U0403,18-20,Postgraduate Taught,Full-time,Weekend Adventurer,Food|Entertainment|Lifestyle|Travel,Video|Short Video|Carousel,Excited|Energetic,Afternoon,High,Flexible,Medium,Campus-Centered,Mixed,Mobile,Watford,Exploratory,26,0.68
U0404,18-20,Undergraduate,Full-time,Focused Planner,Study|Finance|Wellness|Productivity,Article|Checklist|Guide,Motivated|Calm,Afternoon,Low,Balanced,Medium,Mixed,Mixed,Mobile,Hatfield,Balanced,33,0.65
U0405,27-30,Undergraduate,Part-time,Focused Planner,Career|Finance,Checklist|Article|Podcast,Focused|Motivated,Evening,Medium,Flexible,Medium,Mixed,Weekday,Mobile,Watford,Balanced,44,0.59
U0406,21-23,Undergraduate,Full-time,Budget Explorer,Food|Lifestyle|Events|Travel,Article|Short Video|Guide,Relaxed|Curious,Late Night,Medium,Balanced,High,Campus-Centered,Weekday,Mobile,Luton,Trendy,28,0.66
U0407,21-23,Undergraduate,Full-time,Campus Connector,Food|Study,Carousel|Guide,Curious|Motivated,Afternoon,High,Balanced,Medium,Off-Campus,Weekday,Mobile,St Albans,Exploratory,46,0.75
U0408,21-23,Undergraduate,Full-time,Focused Planner,Career|Study|Wellness,Checklist|Guide,Calm|Focused,Morning,Medium,Balanced,Medium,Mixed,Weekday,Laptop,London,Balanced,42,0.51
U0409,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Events|Entertainment,Carousel|Short Video|Guide,Energetic|Excited,Morning,Low,Tight Schedule,Medium,Mixed,Mixed,Mobile,Remote/Online,Exploratory,33,0.84
U0410,18-20,Undergraduate,Full-time,Career Builder,Career|Study|Productivity,Guide|Long Video,Motivated|Curious,Early Morning,High,Tight Schedule,Low,Campus-Centered,Weekday,Mobile,Hatfield,Balanced,31,0.87
U0411,21-23,Postgraduate Research,Full-time,Focused Planner,Wellness|Finance|Career|Study,Podcast|Guide,Calm|Focused,Evening,High,Tight Schedule,Medium,Mixed,Weekend,Mobile,Hatfield,Balanced,25,0.92
U0412,27-30,Undergraduate,Part-time,Minimalist Achiever,Career|Finance,Guide|Short Video|Checklist,Focused|Calm,Early Morning,Medium,Tight Schedule,High,Mixed,Mixed,Tablet,Hatfield,Familiar,56,0.67
U0413,21-23,Postgraduate Research,Full-time,Focused Planner,Finance|Career|Productivity|Wellness,Checklist|Article,Calm|Focused,Evening,Medium,Flexible,Medium,Campus-Centered,Weekend,Mobile,St Albans,Balanced,26,0.92
U0414,24-26,Undergraduate,Full-time,Wellness Seeker,Fitness|Lifestyle|Wellness,Short Video|Article|Guide,Relaxed|Motivated,Evening,Low,Balanced,Medium,Mixed,Weekday,Mobile,St Albans,Familiar,48,0.65
U0415,21-23,Undergraduate,Full-time,Budget Explorer,Food|Events,Carousel|Article|Guide,Relaxed|Curious,Late Night,High,Balanced,High,Campus-Centered,Mixed,Mobile,London,Trendy,26,0.68
U0416,24-26,Undergraduate,Full-time,Budget Explorer,Lifestyle|Events|Deals,Guide|Carousel|Short Video,Energetic|Curious,Evening,High,Balanced,High,Mixed,Weekday,Mobile,Watford,Trendy,16,0.59
U0417,18-20,Postgraduate Research,Part-time,Budget Explorer,Events|Travel|Food|Lifestyle,Carousel|Article,Curious|Energetic,Evening,High,Tight Schedule,High,Campus-Centered,Mixed,Laptop,St Albans,Trendy,19,0.61
U0418,21-23,Postgraduate Research,Full-time,Weekend Adventurer,Travel|Lifestyle|Food,Video|Carousel|Short Video,Excited|Energetic,Late Night,Medium,Tight Schedule,Medium,Mixed,Weekend,Laptop,Watford,Exploratory,30,0.75
U0419,18-20,Undergraduate,Full-time,Budget Explorer,Travel|Events|Food,Article|Guide|Short Video,Curious|Energetic,Afternoon,High,Flexible,High,Off-Campus,Weekend,Laptop,Hatfield,Trendy,48,0.58
U0420,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Events|Entertainment,Short Video|Video|Carousel,Relaxed|Excited,Afternoon,Medium,Balanced,Low,Campus-Centered,Mixed,Tablet,Hatfield,Trendy,41,0.69
U0421,21-23,Undergraduate,Full-time,Wellness Seeker,Lifestyle|Food,Short Video|Guide|Podcast,Relaxed|Motivated,Afternoon,High,Balanced,Medium,Campus-Centered,Weekend,Mobile,Hatfield,Familiar,30,0.81
U0422,21-23,Undergraduate,Full-time,Career Builder,Study|Productivity|Career|Finance,Article|Long Video|Podcast,Curious|Focused,Evening,Medium,Tight Schedule,Low,Campus-Centered,Weekday,Laptop,Hatfield,Balanced,18,0.77
U0423,18-20,Undergraduate,Full-time,Career Builder,Study|Tech|Finance|Career,Long Video|Article|Guide,Curious|Motivated,Evening,Medium,Tight Schedule,Low,Mixed,Weekday,Laptop,London,Balanced,32,0.79
U0424,21-23,Undergraduate,Part-time,Campus Connector,Lifestyle|Events,Article|Carousel|Short Video,Curious|Motivated,Morning,High,Flexible,Medium,Campus-Centered,Weekend,Mobile,Watford,Exploratory,34,0.98
U0425,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Entertainment|Music|Events|Lifestyle,Playlist|Short Video,Curious|Excited,Late Night,High,Balanced,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,23,0.65
U0426,21-23,Undergraduate,Full-time,Budget Explorer,Food|Events|Deals,Article|Guide|Short Video,Energetic|Curious,Evening,Low,Balanced,High,Campus-Centered,Weekend,Mobile,Luton,Trendy,24,0.64
U0427,18-20,Postgraduate Research,Part-time,Campus Connector,Career|Study,Guide|Carousel,Social|Motivated,Evening,Medium,Tight Schedule,Medium,Campus-Centered,Mixed,Laptop,Luton,Exploratory,23,0.89
U0428,27-30,Undergraduate,Part-time,Focused Planner,Career|Productivity|Study,Guide|Checklist|Podcast,Focused|Motivated,Evening,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,St Albans,Balanced,46,0.64
U0429,21-23,Postgraduate Taught,Full-time,Career Builder,Productivity|Career|Finance|Tech,Long Video|Podcast|Article,Curious|Motivated,Late Night,High,Balanced,Low,Mixed,Weekday,Mobile,Luton,Balanced,21,0.79
U0430,18-20,Undergraduate,Full-time,Campus Connector,Food|Lifestyle,Article|Guide,Motivated|Curious,Evening,Medium,Balanced,Medium,Off-Campus,Weekday,Laptop,Remote/Online,Exploratory,24,0.81
U0431,21-23,Undergraduate,Full-time,Career Builder,Productivity|Career|Study,Long Video|Guide|Podcast,Curious|Focused,Morning,Medium,Tight Schedule,Low,Campus-Centered,Weekend,Mobile,London,Balanced,33,0.51
U0432,21-23,Postgraduate Taught,Full-time,Budget Explorer,Deals|Food|Travel|Lifestyle,Carousel|Article|Short Video,Curious|Energetic,Morning,Low,Tight Schedule,High,Mixed,Mixed,Mobile,St Albans,Trendy,48,0.97
U0433,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Events|Music|Entertainment,Short Video|Playlist|Carousel,Curious|Excited,Afternoon,High,Tight Schedule,Low,Off-Campus,Weekend,Laptop,London,Trendy,24,0.67
U0434,18-20,Postgraduate Taught,Full-time,Pop Culture Browser,Entertainment|Music,Short Video|Playlist,Relaxed|Excited,Afternoon,Medium,Flexible,Low,Campus-Centered,Mixed,Mobile,St Albans,Trendy,34,0.77
U0435,21-23,Undergraduate,Part-time,Wellness Seeker,Wellness|Fitness|Lifestyle,Podcast|Short Video,Relaxed|Calm,Evening,Low,Balanced,Medium,Mixed,Weekday,Mobile,Hatfield,Familiar,38,0.98
U0436,21-23,Postgraduate Research,Full-time,Campus Connector,Study|Career,Short Video|Carousel|Article,Curious|Social,Early Morning,Medium,Balanced,Medium,Off-Campus,Weekday,Mobile,London,Exploratory,29,0.61
U0437,18-20,Undergraduate,Full-time,Budget Explorer,Travel|Lifestyle|Deals|Food,Article|Carousel|Guide,Relaxed|Energetic,Afternoon,High,Tight Schedule,High,Mixed,Weekend,Mobile,Hatfield,Trendy,15,0.62
U0438,27-30,Undergraduate,Full-time,Campus Connector,Food|Events,Guide|Carousel,Social|Motivated,Afternoon,Low,Tight Schedule,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Exploratory,30,0.97
U0439,18-20,Undergraduate,Full-time,Focused Planner,Study|Career,Guide|Checklist|Podcast,Focused|Motivated,Afternoon,Low,Balanced,Medium,Mixed,Weekday,Laptop,Remote/Online,Balanced,25,0.75
U0440,18-20,Undergraduate,Part-time,Pop Culture Browser,Food|Lifestyle,Video|Carousel|Playlist,Relaxed|Excited,Evening,Medium,Balanced,Low,Campus-Centered,Weekday,Laptop,Remote/Online,Trendy,30,0.89
U0441,21-23,Postgraduate Taught,Part-time,Pop Culture Browser,Music|Entertainment,Short Video|Carousel,Excited|Relaxed,Evening,Medium,Balanced,Low,Mixed,Mixed,Laptop,Watford,Trendy,58,0.65
U0442,21-23,Postgraduate Taught,Full-time,Career Builder,Productivity|Career|Finance|Tech,Article|Podcast|Guide,Motivated|Curious,Evening,High,Tight Schedule,Low,Off-Campus,Weekend,Tablet,St Albans,Balanced,25,0.87
U0443,18-20,Postgraduate Taught,Full-time,Career Builder,Career|Finance|Study,Guide|Article,Motivated|Focused,Afternoon,Medium,Flexible,Low,Off-Campus,Weekend,Laptop,Remote/Online,Balanced,38,0.98
U0444,24-26,Undergraduate,Full-time,Minimalist Achiever,Productivity|Study|Wellness,Article|Guide|Short Video,Motivated|Calm,Morning,Medium,Tight Schedule,High,Mixed,Mixed,Mobile,Remote/Online,Familiar,37,0.67
U0445,18-20,Postgraduate Research,Full-time,Focused Planner,Career|Study|Finance|Wellness,Podcast|Guide|Checklist,Calm|Focused,Late Night,Medium,Tight Schedule,Medium,Mixed,Weekday,Laptop,Watford,Balanced,37,0.88
U0446,27-30,Postgraduate Research,Full-time,Focused Planner,Productivity|Study|Finance,Podcast|Article|Checklist,Calm|Motivated,Evening,High,Balanced,Medium,Mixed,Weekday,Laptop,Remote/Online,Balanced,40,0.79
U0447,21-23,Undergraduate,Part-time,Career Builder,Study|Productivity|Career|Finance,Article|Guide,Focused|Motivated,Afternoon,Low,Balanced,Low,Campus-Centered,Weekend,Laptop,Hatfield,Balanced,42,0.88
U0448,24-26,Postgraduate Taught,Full-time,Budget Explorer,Travel|Events|Deals|Food,Article|Guide|Carousel,Curious|Relaxed,Morning,High,Flexible,High,Mixed,Mixed,Mobile,Hatfield,Trendy,46,0.81
U0449,21-23,Postgraduate Taught,Part-time,Focused Planner,Study|Finance,Guide|Article,Focused|Calm,Late Night,Medium,Balanced,Medium,Campus-Centered,Weekend,Mobile,Hatfield,Balanced,29,0.74
U0450,21-23,Undergraduate,Full-time,Weekend Adventurer,Entertainment|Events|Lifestyle,Video|Short Video,Energetic|Excited,Early Morning,High,Balanced,Medium,Campus-Centered,Weekend,Mobile,Hatfield,Exploratory,44,0.61
